country,year,gdp_per_capita
South Africa,2015,12698.124385
South Africa,2016,12724.643279
South Africa,2017,12810.965544
Latvia,1995,5501.044385
Latvia,1996,5788.702939
Latvia,1997,6478.9372140000005
Latvia,1998,7060.89374
Latvia,1999,7397.56063
Latvia,2000,8033.096672
Latvia,2001,9034.533398
Latvia,2002,10067.801699
Latvia,2003,11027.777891
Latvia,2004,12240.335962000001
Latvia,2005,13877.977805
Latvia,2006,15797.285944
Latvia,2007,18179.666228000002
Latvia,2008,19516.020113
Latvia,2009,16973.369602000002
Latvia,2010,17658.753569999997
Latvia,2011,19887.749141
Latvia,2012,21414.570347999997
Latvia,2013,22811.030828
Latvia,2014,23798.233545
Latvia,2015,24964.048128
Latvia,2016,26712.835239
Latvia,2017,28666.003742
Latvia,2018,30814.222639
Latvia,2019,32013.343219
Latvia,2020,32028.055825
Brazil,2000,9114.213859
Brazil,2001,9312.659939
Brazil,2002,9623.717789
Brazil,2003,9793.070465
Brazil,2004,10510.544053
Brazil,2005,11056.437748
Brazil,2006,11711.263786
Brazil,2007,12622.435746
Brazil,2008,13383.860084
Brazil,2009,13331.386494
Brazil,2010,14359.933544999998
Brazil,2011,15109.737403000001
Brazil,2012,15120.063649000002
Brazil,2013,15669.140139
Brazil,2014,15800.088894
Brazil,2015,14816.290598
Brazil,2016,14326.10209
Brazil,2017,14596.889675999999
Brazil,2018,15090.63762
Lithuania,1995,5916.118581000001
Lithuania,1996,6369.880929
Lithuania,1997,7066.9722280000005
Lithuania,1998,7762.291081
Lithuania,1999,7820.79589
Lithuania,2000,8449.658261
Lithuania,2001,9440.144031
Lithuania,2002,10480.719387000001
Lithuania,2003,12055.236651000001
Lithuania,2004,13019.577673
Lithuania,2005,14510.653684
Lithuania,2006,16461.788562
Lithuania,2007,19071.447238
Lithuania,2008,20721.033863999997
Lithuania,2009,18130.047803999998
Lithuania,2010,20112.103125
Lithuania,2011,22884.804355
Lithuania,2012,24703.697943
Lithuania,2013,26721.601926
Lithuania,2014,28184.499091
Lithuania,2015,28834.457574
Lithuania,2016,30925.151813
Lithuania,2017,33761.906595
Lithuania,2018,36346.416674
Lithuania,2019,38765.028209
Lithuania,2020,38734.252423000005
Saudi Arabia,1990,31904.871323000003
Saudi Arabia,1991,36717.303718
Saudi Arabia,1992,37903.27627
Saudi Arabia,1993,37241.590951
Saudi Arabia,1994,37306.572024
Saudi Arabia,1995,37304.286614
Saudi Arabia,1996,38182.734069
Saudi Arabia,1997,38516.918673
Saudi Arabia,1998,39317.724199000004
Saudi Arabia,1999,37605.244323
Saudi Arabia,2000,39689.649431
Saudi Arabia,2001,39054.820329
Saudi Arabia,2002,37493.382348
Saudi Arabia,2003,41258.540035000005
Saudi Arabia,2004,44417.057437999996
Saudi Arabia,2005,46984.604448000006
Saudi Arabia,2006,48394.517295
Saudi Arabia,2007,49261.050328
Saudi Arabia,2008,51942.26361
Saudi Arabia,2009,49874.781078
Saudi Arabia,2010,51351.20568
Saudi Arabia,2011,56127.024677
Saudi Arabia,2012,57693.99731599999
Saudi Arabia,2013,56563.342220000006
Saudi Arabia,2014,56613.47504299999
Saudi Arabia,2015,49491.35095
Saudi Arabia,2016,46289.737315
Saudi Arabia,2017,47862.022249
Saudi Arabia,2018,49157.122639999994
Saudi Arabia,2019,49020.211911
Saudi Arabia,2020,46362.649486
Argentina,2004,12299.728803
Argentina,2005,13674.572694999999
Argentina,2006,15074.069861000002
Argentina,2007,16708.232833000002
Argentina,2008,17550.391451
Argentina,2009,16476.698479
Argentina,2010,18061.934358000002
Argentina,2011,19322.227130000003
Argentina,2012,19641.352863
Argentina,2013,20131.680421
Argentina,2014,19683.771502
Argentina,2015,20105.198994
Argentina,2016,20307.870053
Argentina,2017,23597.117759
Argentina,2018,23305.847425
Argentina,2019,22996.985521000002
Costa Rica,1991,5557.82789
Costa Rica,1992,6073.686378
Costa Rica,1993,6518.413515
Costa Rica,1994,6760.64364
Costa Rica,1995,6986.959286
Costa Rica,1996,7021.197198000001
Costa Rica,1997,7346.205543000001
Costa Rica,1998,7757.412262000001
Costa Rica,1999,7980.035267
Costa Rica,2000,8290.944819
Costa Rica,2001,8581.04504
Costa Rica,2002,8850.952659999999
Costa Rica,2003,9263.621127
Costa Rica,2004,9768.125917
Costa Rica,2005,10299.326434
Costa Rica,2006,11205.664331999998
Costa Rica,2007,12278.747842
Costa Rica,2008,12926.352146
Costa Rica,2009,12701.994593000001
Costa Rica,2010,13318.135537999999
Costa Rica,2011,14068.154868000001
Costa Rica,2012,14852.929897999999
Costa Rica,2013,15542.368395
Costa Rica,2014,16615.974075
Costa Rica,2015,17649.314854
Costa Rica,2016,19119.336146999998
Costa Rica,2017,20368.230268
Costa Rica,2018,20988.161555000002
Costa Rica,2019,21759.381303000002
Costa Rica,2020,20972.429834
Bulgaria,1995,7724.21041
Bulgaria,1996,6831.981312000001
Bulgaria,1997,5748.4336539999995
Bulgaria,1998,6177.416986
Bulgaria,1999,5807.80885
Bulgaria,2000,6424.7764
Bulgaria,2001,7046.333183
Bulgaria,2002,7755.008188
Bulgaria,2003,8356.502857
Bulgaria,2004,9117.826459
Bulgaria,2005,10183.815701000001
Bulgaria,2006,11247.805714
Bulgaria,2007,12604.728791
Bulgaria,2008,14089.642678
Bulgaria,2009,13928.367150999999
Bulgaria,2010,14605.319424000001
Bulgaria,2011,15667.294737
Bulgaria,2012,16247.413194
Bulgaria,2013,16588.975372
Bulgaria,2014,17561.417568
Bulgaria,2015,18343.141628
Bulgaria,2016,20019.638626
Bulgaria,2017,21387.279563999997
Bulgaria,2018,22911.128872
Bulgaria,2019,24579.331314
Bulgaria,2020,24349.7241
Croatia,1995,7995.711803
Croatia,1996,8724.593116
Croatia,1997,9467.218837
Croatia,1998,9821.563171
Croatia,1999,9867.597613
Croatia,2000,11007.689598
Croatia,2001,11535.380959999999
Croatia,2002,12637.216531999999
Croatia,2003,13542.97381
Croatia,2004,14520.742628
Croatia,2005,15295.124141999999
Croatia,2006,17413.442983
Croatia,2007,19307.4334
Croatia,2008,20763.138285
Croatia,2009,20004.344703
Croatia,2010,19810.265594999997
Croatia,2011,20793.207219
Croatia,2012,21161.275990000002
Croatia,2013,21826.808171
Croatia,2014,22072.90031
Croatia,2015,22981.128966999997
Croatia,2016,24887.753281
Croatia,2017,26765.579327
Croatia,2018,28533.220285000003
Croatia,2019,30231.248656
Croatia,2020,28593.993276999998
Cyprus,1995,17055.098745
Cyprus,1996,17277.539872999998
Cyprus,1997,17774.79288
Cyprus,1998,18757.711016999998
Cyprus,1999,19662.191718000002
Cyprus,2000,21298.591733
Cyprus,2001,22873.326759
Cyprus,2002,23556.899012
Cyprus,2003,24254.777068
Cyprus,2004,25923.080309
Cyprus,2005,27763.121261
Cyprus,2006,29975.110725
Cyprus,2007,32841.835601
Cyprus,2008,34830.170302
Cyprus,2009,33909.804342
Cyprus,2010,33449.01196
Cyprus,2011,33313.379157999996
Cyprus,2012,31834.588088
Cyprus,2013,30375.241354
Cyprus,2014,30080.393439999996
Cyprus,2015,31815.270718
Cyprus,2016,35719.036738999996
Cyprus,2017,38050.911642
Cyprus,2018,40476.556692
Cyprus,2019,41514.945576
Cyprus,2020,38602.697727
Malta,1995,13943.599966999998
Malta,1996,14621.664083000001
Malta,1997,15486.082731999999
Malta,1998,16220.506421
Malta,1999,16941.807487000002
Malta,2000,18369.432276
Malta,2001,18515.532727
Malta,2002,19601.629814
Malta,2003,20908.766946
Malta,2004,21533.201544
Malta,2005,22308.650772999998
Malta,2006,23292.963028
Malta,2007,25027.980225
Malta,2008,26523.730131
Malta,2009,26670.83555
Malta,2010,28747.240738
Malta,2011,28972.885651999997
Malta,2012,30241.405423
Malta,2013,32287.913935000004
Malta,2014,34318.634806
Malta,2015,37430.609208
Malta,2016,39777.307025
Malta,2017,42646.372402
Malta,2018,44453.29671
Malta,2019,46695.746015
Malta,2020,43026.447171
Peru,2007,7984.661964
Peru,2008,8782.617151999999
Peru,2009,8846.744897
Peru,2010,9586.999943
Peru,2011,10289.261223
Peru,2012,10545.510648000001
Peru,2013,11039.698214
Peru,2014,11254.065501000001
Romania,1995,5416.727537
Romania,1996,5734.261824
Romania,1997,5564.149722
Romania,1998,5545.213836
Romania,1999,5599.963761999999
Romania,2000,5852.670844
Romania,2001,6441.0721920000005
Romania,2002,7180.4199659999995
Romania,2003,7552.149645
Romania,2004,8982.767074
Romania,2005,9602.121442
Romania,2006,11541.177403
Romania,2007,13683.475271000001
Romania,2008,16782.182633
Romania,2009,16644.099913
Romania,2010,16989.279852
Romania,2011,17896.080991
Romania,2012,18867.513229
Romania,2013,19777.022952
Romania,2014,20649.982262999998
Romania,2015,21598.558302
Romania,2016,24266.283962
Romania,2017,27136.07319
Romania,2018,29244.574126
Romania,2019,32293.146149
Romania,2020,31875.149114
North Macedonia,2000,6154.5137939999995
North Macedonia,2001,6052.56115
North Macedonia,2002,6395.178631000001
North Macedonia,2003,6588.662047
North Macedonia,2004,7166.036894
North Macedonia,2005,7848.897341
North Macedonia,2006,8678.569401
North Macedonia,2007,9339.592129999999
North Macedonia,2008,10521.88172
North Macedonia,2009,11018.081685
North Macedonia,2010,11369.68999
North Macedonia,2011,11689.860896
North Macedonia,2012,11915.702401
North Macedonia,2013,12727.350484999999
North Macedonia,2014,13434.846939
North Macedonia,2015,13888.218744
North Macedonia,2016,15137.967397
North Macedonia,2017,15706.430869
North Macedonia,2018,16725.791726
Zambia,2006,2366.7224109999997
Zambia,2007,2564.000152
Zambia,2008,2741.213127
Zambia,2009,2933.2329870000003
Zambia,2010,3178.947393
Zambia,2011,3324.081982
Zambia,2012,3429.503474
Zambia,2013,3583.6939520000005
Zambia,2014,3539.471693
Zambia,2015,3431.0590270000002
Zambia,2016,3405.8327719999997
Zambia,2017,3484.940724
Zambia,2018,3637.368088
"Hong Kong SAR, China",1990,18271.860474
"Hong Kong SAR, China",1991,19800.233872
"Hong Kong SAR, China",1992,21332.396451
"Hong Kong SAR, China",1993,22798.977044
"Hong Kong SAR, China",1994,24143.131212
"Hong Kong SAR, China",1995,24738.496206
"Hong Kong SAR, China",1996,25121.620286
"Hong Kong SAR, China",1997,26638.659237
"Hong Kong SAR, China",1998,25140.670531
"Hong Kong SAR, China",1999,25897.570159
"Hong Kong SAR, China",2000,28253.203695999997
"Hong Kong SAR, China",2001,28822.922895999996
"Hong Kong SAR, China",2002,29631.47775
"Hong Kong SAR, China",2003,31164.291862000002
"Hong Kong SAR, China",2004,34515.854862
"Hong Kong SAR, China",2005,38057.86525
"Hong Kong SAR, China",2006,41697.718813
"Hong Kong SAR, China",2007,45197.00174
"Hong Kong SAR, China",2008,46772.557397000004
"Hong Kong SAR, China",2009,45871.298403
"Hong Kong SAR, China",2010,49186.621974
"Hong Kong SAR, China",2011,52274.50957
"Hong Kong SAR, China",2012,52235.720172
"Hong Kong SAR, China",2013,53691.971048
"Hong Kong SAR, China",2014,54778.382505999994
"Hong Kong SAR, China",2015,56409.642787
"Hong Kong SAR, China",2016,57221.969152
"Hong Kong SAR, China",2017,59846.819225
"Hong Kong SAR, China",2018,62556.2405
Madagascar,2007,1571.562292
Madagascar,2008,1666.984633
Madagascar,2009,1566.810322
Madagascar,2010,1551.109609
Madagascar,2011,1565.8774859999999
Madagascar,2012,1552.77558
Madagascar,2013,1556.147235
Madagascar,2014,1573.788648
Madagascar,2015,1562.305391
Madagascar,2016,1624.3838289999999
Madagascar,2017,1601.521574
Madagascar,2018,1655.4816560000002
Morocco,2007,5657.274524
Morocco,2008,6042.899269
Morocco,2009,6279.693123
Morocco,2010,6525.49337
Morocco,2011,6938.287762999999
Morocco,2012,6923.247392
Morocco,2013,7143.701966
Morocco,2014,6900.513126000001
Morocco,2015,7249.966831999999
Morocco,2016,7312.810289
Morocco,2017,7581.2154120000005
Morocco,2018,7928.326114
Singapore,1990,23853.368594
Singapore,1991,25570.900782
Singapore,1992,27061.474860000002
Singapore,1993,30113.891058999998
Singapore,1994,33110.834035
Singapore,1995,35159.633523000004
Singapore,1996,36937.588649
Singapore,1997,39360.422933
Singapore,1998,37630.971504
Singapore,1999,40033.167266000004
Singapore,2000,43863.193428
Singapore,2001,43167.223162
Singapore,2002,45151.97367
Singapore,2003,48789.206118
Singapore,2004,54335.937914
Singapore,2005,58755.70266
Singapore,2006,63960.872088
Singapore,2007,68671.212114
Singapore,2008,67630.457453
Singapore,2009,66190.396875
Singapore,2010,75343.949298
Singapore,2011,80047.57357000001
Singapore,2012,82072.279162
Singapore,2013,83005.689686
Singapore,2014,84408.216516
Singapore,2015,86972.563073
Singapore,2016,89396.724443
Singapore,2017,94945.250892
Singapore,2018,101280.413499
